,index,product_name,price,made_in,standard_soc_ma,algodon,poliamida,elastano,lino,viscosa,poliester,modal,otras,liocel,fibra,acrilico,lana,seda,main_txt,total_composition,1_composition,second_txt,2_composition,OCS,RCS,txt_recycled,cotton_OCS,rec_poliester,rec_cotton,rec_poliamida,rec_acrilico,rec_elastano,certificacion,porcentaje,intertek
350,350,Camiseta Algodon Basica,9.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
351,351,Camiseta Temporada,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
352,352,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
353,353,Camiseta Temporada,22.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
354,354,Camiseta Algodon Basica,15.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
355,355,Camiseta Temporada,15.95,Portugal,True,0.49,,,,,0.51,,,,,,,,poliester,2,0.51,algodon,0.49,,RCS,algodon ,,,0.16,,,,OCS,,True
356,356,Camiseta Algodon Basica,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
357,357,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
358,358,Camiseta Oversize,15.95,Pakistan,True,0.85,,0.05,,,0.1,,,,,,,,algodon,3,0.85,elastano,0.05,,RCS,algodon ,,0.1,0.2,,,,OCS,,True
359,359,Camiseta Poliamida,7.95,Bangladesh,True,,0.9,0.1,,,,,,,,,,,poliamida,2,0.9,elastano,0.1,,,poliamida ,,,,0.5,,,RCS,0.5,True
360,360,Camiseta Rib,4.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
361,361,Camiseta Poliamida,12.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.47,,,RCS,0.47,True
362,362,Camiseta Temporada,9.95,Portugal,True,0.32,,,,,,,,0.68,,,,,liocel,2,0.68,algodon,0.32,,,,,,,,,,None,,False
363,363,Sudadera,19.95,Bangladesh,True,0.6,,,,,0.4,,,,,,,,algodon,2,0.6,poliester,0.4,,RCS,poliester ,,0.4,,,,,None,,True
364,364,Sudadera,17.95,Turquia,True,0.74,,,,,0.26,,,,,,,,algodon,2,0.74,poliester,0.26,,RCS,algodon ,,0.26,0.26,,,,OCS,,True
365,365,Camiseta Algodon Basica,7.95,Bangladesh,True,0.48,,0.05,,,,0.47,,,,,,,algodon,3,0.48,modal,0.47,,,,,,,,,,None,,False
366,366,Sudadera,39.95,Marruecos,True,0.42,,,,,0.58,,,,,,,,poliester,2,0.58,algodon,0.42,,,,,,,,,,None,,False
367,367,Sudadera,39.95,Marruecos,True,0.83,,,,,0.17,,,,,,,,algodon,2,0.83,poliester,0.17,,,,,,,,,,None,,False
368,368,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
369,369,Top Crop,9.95,Bangladesh,True,0.48,,0.05,,,,0.47,,,,,,,algodon,3,0.48,modal,0.47,,,,,,,,,,None,,False
370,370,Sudadera,22.95,Pakistan,True,0.85,,,,,0.15,,,,,,,,algodon,2,0.85,poliester,0.15,,RCS,algodon ,,0.15,0.2,,,,OCS,,True
371,371,Camiseta Temporada,12.95,Turquia,True,,,0.08,,,0.92,,,,,,,,poliester,2,0.92,elastano,0.08,,RCS,poliester ,,0.4,,,,,None,,True
372,372,Camiseta Temporada,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
373,373,Camiseta Rib,9.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,OCS,,,0.95,,,,,,OCS,0.95,True
374,374,Camiseta Temporada,15.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
375,375,Top Crop,5.95,Bangladesh,True,0.48,,0.05,,,,0.47,,,,,,,algodon,3,0.48,modal,0.47,,,,,,,,,,None,,False
376,376,Camiseta Poliamida,7.95,Bangladesh,True,,0.9,0.1,,,,,,,,,,,poliamida,2,0.9,elastano,0.1,,,poliamida ,,,,0.5,,,RCS,0.5,True
377,377,Sudadera,17.95,Pakistan,True,0.53,,,,,0.47,,,,,,,,algodon,2,0.53,poliester,0.47,,,,,,,,,,None,,False
378,378,Camiseta Algodon Basica,6.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
379,379,Camiseta Temporada,12.95,Marruecos,True,0.94,,0.06,,,,,,,,,,,algodon,2,0.94,elastano,0.06,,RCS,algodon ,,0.33,0.44,,,,OCS,,True
380,380,Camiseta Algodon Basica,12.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
381,381,Sudadera,35.95,Marruecos,True,0.82,,,,,0.18,,,,,,,,algodon,2,0.82,poliester,0.18,,RCS,poliester ,,0.58,0.18,,,,OCS,,True
382,382,Camiseta Rib,7.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
383,383,Sudadera,29.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,0.98,,,,,,OCS,0.98,True
384,384,Camiseta Temporada,17.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
385,385,Camiseta Temporada,17.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
386,386,Camiseta Temporada,17.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
387,387,Camiseta Temporada,17.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
388,388,Camiseta Temporada,17.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
389,389,Camiseta Temporada,5.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
390,390,Camiseta Temporada,12.95,Marruecos,True,0.94,,0.06,,,,,,,,,,,algodon,2,0.94,elastano,0.06,,,,,,,,,,None,,False
391,391,Camiseta Algodon Basica,9.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
392,392,Camiseta Oversize,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
393,393,Camiseta Oversize,15.95,Pakistan,True,0.85,,0.05,,,0.1,,,,,,,,algodon,3,0.85,elastano,0.05,,RCS,algodon ,,0.1,0.2,,,,OCS,,True
394,394,Camiseta Temporada,15.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,RCS,algodon ,,,0.25,,,,OCS,,True
395,395,Camiseta Algodon Basica,6.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
396,396,Camiseta Temporada,15.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
397,397,Camiseta Temporada,9.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
398,398,Camiseta Temporada,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
399,399,Camiseta Temporada,17.95,Turquia,True,0.25,0.04,,,,0.66,,,,0.05,,,,poliester,4,0.66,algodon,0.25,,,,,,,,,,None,,False
400,400,Camiseta Temporada,12.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
401,401,Camiseta Temporada,15.95,Turquia,True,0.82,,,,,0.18,,,,,,,,algodon,2,0.82,poliester,0.18,,RCS,algodon ,,,0.16,,,,OCS,,True
402,402,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
403,403,Camiseta Algodon Basica,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,0.5,,,,,,OCS,0.5,True
404,404,Camiseta Temporada,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
405,405,Camiseta Rib,6.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
406,406,Camiseta Rib,9.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,OCS,,,0.95,,,,,,OCS,0.95,True
407,407,Camiseta Temporada,12.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
408,408,Camiseta Temporada,9.95,Bangladesh,True,0.5,,,,,0.5,,,,,,,,algodon,2,0.5,poliester,0.5,,RCS,poliester ,,0.5,,,,,None,,True
409,409,Camiseta Temporada,22.95,Turquia,True,0.47,,,,,0.53,,,,,,,,poliester,2,0.53,algodon,0.47,,RCS,poliester ,,0.2,0.47,,,,OCS,,True
410,410,Camiseta Algodon Basica,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
411,411,Camiseta Algodon Basica,12.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
412,412,Camiseta Temporada,17.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
413,413,Camiseta Temporada,15.95,Bangladesh,True,0.99,,,,0.01,,,,,,,,,algodon,2,0.99,viscosa,0.01,,,,,,,,,,None,,False
414,414,Camiseta Temporada,15.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,RCS,algodon ,,,0.2,,,,OCS,,True
415,415,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
416,416,Camiseta Temporada,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
417,417,Sudadera,35.95,Portugal,True,0.84,,,,,0.16,,,,,,,,algodon,2,0.84,poliester,0.16,,RCS,algodon ,,,0.16,,,,OCS,,True
418,418,Camiseta Temporada,15.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
419,419,Camiseta Algodon Basica,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
420,420,Camiseta Temporada,15.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
421,421,Camiseta Rib,4.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
422,422,Camiseta Rib,7.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
423,423,Camiseta Rib,19.95,China,True,,,,,,,,,,,0.9,0.1,,acrilico,2,0.9,lana,0.1,,RCS,,,,,,0.4,,None,,True
424,424,Camiseta Algodon Basica,6.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
425,425,Camiseta Algodon Basica,12.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
426,426,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
427,427,Camiseta Algodon Basica,7.95,Bangladesh,True,0.48,,0.05,,,,0.47,,,,,,,algodon,3,0.48,modal,0.47,,,,,,,,,,None,,False
428,428,Camiseta Poliamida,12.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.47,,,RCS,0.47,True
429,429,Camiseta Temporada,6.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
430,430,Sudadera,25.95,Turquia,True,0.68,,,,,0.32,,,,,,,,algodon,2,0.68,poliester,0.32,,RCS,algodon ,,,0.25,,,,OCS,,True
431,431,Camiseta Temporada,5.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
432,432,Camiseta Temporada,17.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
433,433,Camiseta Oversize,17.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
434,434,Camiseta Rib,12.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
435,435,Camiseta Temporada,12.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
436,436,Top Crop,6.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,OCS,,,0.95,,,,,,OCS,0.95,True
437,437,Sudadera,19.95,Bangladesh,True,0.6,,,,,0.4,,,,,,,,algodon,2,0.6,poliester,0.4,,RCS,poliester ,,0.4,,,,,None,,True
438,438,Camiseta Temporada,12.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
439,439,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
440,440,Camiseta Temporada,15.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,RCS,algodon ,,,0.2,,,,OCS,,True
441,441,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
442,442,Camiseta Temporada,17.95,Bangladesh,True,0.8,,,,,0.2,,,,,,,,algodon,2,0.8,poliester,0.2,,,,,,,,,,None,,False
443,443,Camiseta Temporada,6.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,0.5,,,,,,OCS,0.5,True
444,444,Camiseta Temporada,17.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
445,445,Sudadera,22.95,Bangladesh,True,0.74,,,,0.01,0.25,,,,,,,,algodon,3,0.74,poliester,0.25,,,,,,,,,,None,,False
446,446,Camiseta Temporada,5.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
447,447,Camiseta Temporada,5.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
448,448,Camiseta Algodon Basica,9.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
449,449,Camiseta Algodon Basica,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
450,450,Camiseta Temporada,5.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
451,451,Camiseta Poliamida,9.95,Turquia,True,,0.93,0.07,,,,,,,,,,,poliamida,2,0.93,elastano,0.07,,,poliamida ,,,,0.5,,,RCS,0.5,True
452,452,Top Crop,6.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,OCS,,,0.95,,,,,,OCS,0.95,True
453,453,Camiseta Temporada,12.95,Turquia,True,,,0.08,,,0.92,,,,,,,,poliester,2,0.92,elastano,0.08,,RCS,poliester ,,0.4,,,,,None,,True
454,454,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
455,455,Camiseta Temporada,17.95,Marruecos,True,0.86,,,,,0.14,,,,,,,,algodon,2,0.86,poliester,0.14,,,,,,,,,,None,,False
456,456,Sudadera,22.95,Pakistan,True,0.85,,,,,0.15,,,,,,,,algodon,2,0.85,poliester,0.15,,RCS,algodon ,,0.15,0.2,,,,OCS,,True
457,457,Camiseta Poliamida,12.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.47,,,RCS,0.47,True
458,458,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
459,459,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
460,460,Sudadera,17.95,Pakistan,True,0.53,,,,,0.47,,,,,,,,algodon,2,0.53,poliester,0.47,,RCS,poliester ,,0.47,,,,,None,,True
461,461,Camiseta Poliamida,9.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.71,,,RCS,0.71,True
462,462,Camiseta Temporada,12.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
463,463,Top Crop,5.95,Turquia,True,,,0.04,,0.96,,,,,,,,,viscosa,2,0.96,elastano,0.04,,,,,,,,,,None,,False
464,464,Sudadera,22.95,Pakistan,True,0.85,,,,,0.15,,,,,,,,algodon,2,0.85,poliester,0.15,,RCS,algodon ,,0.15,0.2,,,,OCS,,True
465,465,Camiseta Temporada,15.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
466,466,Camiseta Temporada,15.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
467,467,Camiseta Temporada,15.95,Marruecos,True,0.88,,,,0.12,,,,,,,,,algodon,2,0.88,viscosa,0.12,,,,,,,,,,None,,False
468,468,Camiseta Oversize,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
469,469,Camiseta Temporada,15.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
470,470,Camiseta Poliamida,7.95,Bangladesh,True,,0.9,0.1,,,,,,,,,,,poliamida,2,0.9,elastano,0.1,,,poliamida ,,,,0.5,,,RCS,0.5,True
471,471,Camiseta Algodon Basica,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
472,472,Camiseta Temporada,17.95,China,True,,,0.05,,0.13,0.82,,,,,,,,poliester,3,0.82,viscosa,0.13,,RCS,poliester ,,0.4,,,,,None,,True
473,473,Sudadera,17.95,Pakistan,True,0.53,,,,,0.47,,,,,,,,algodon,2,0.53,poliester,0.47,,RCS,poliester ,,0.47,,,,,None,,True
474,474,Camiseta Temporada,17.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
475,475,Sudadera,29.95,Camboya,True,0.59,,,,,0.41,,,,,,,,algodon,2,0.59,poliester,0.41,,RCS,poliester ,,0.4,,,,,None,,True
476,476,Sudadera,25.95,China,True,0.85,,,,,0.15,,,,,,,,algodon,2,0.85,poliester,0.15,,RCS,algodon ,,,0.15,,,,OCS,,True
477,477,Camiseta Algodon Basica,6.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
478,478,Camiseta Temporada,8.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
479,479,Camiseta Rib,7.95,Bangladesh,True,0.58,,0.05,,,0.37,,,,,,,,algodon,3,0.58,poliester,0.37,,,,,,,,,,None,,False
480,480,Camiseta Rib,4.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
481,481,Camiseta Poliamida,9.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.47,,,RCS,0.47,True
482,482,Camiseta Rib,8.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
483,483,Sudadera,19.95,Bangladesh,True,0.6,,,,,0.4,,,,,,,,algodon,2,0.6,poliester,0.4,,RCS,poliester ,,0.4,,,,,None,,True
484,484,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
485,485,Camiseta Temporada,15.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
486,486,Camiseta Poliamida,15.95,China,True,,0.92,0.03,,,,,,,0.05,,,,poliamida,3,0.92,fibra,0.05,,,poliamida ,,,,0.92,,,RCS,0.92,True
487,487,Camiseta Rib,15.95,Marruecos,True,0.96,,0.04,,,,,,,,,,,algodon,2,0.96,elastano,0.04,,,,,,,,,,None,,False
488,488,Camiseta Algodon Basica,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
489,489,Camiseta Algodon Basica,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
490,490,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
491,491,Camiseta Algodon Basica,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
492,492,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
493,493,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
494,494,Camiseta Algodon Basica,12.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
495,495,Camiseta Rib,12.95,Marruecos,True,0.42,,0.02,,,0.56,,0.05,,,,,,poliester,4,0.56,algodon,0.42,,RCS,algodon ,,0.56,0.42,,,,OCS,,True
496,496,Camiseta Rib,12.95,Turquia,True,0.94,,0.06,,,,,,,,,,,algodon,2,0.94,elastano,0.06,,,,,,,,,,None,,False
497,497,Camiseta Temporada,12.95,Bangladesh,True,,,,,1.0,,,,,,,,,viscosa,1,1.0,,,,,,,,,,,,None,,False
498,498,Camiseta Algodon Basica,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
499,499,Camiseta Temporada,12.95,Marruecos,True,0.94,,0.06,,,,,,,,,,,algodon,2,0.94,elastano,0.06,,RCS,algodon ,,0.33,0.44,,,,OCS,,True
500,500,Camiseta Temporada,17.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
501,501,Camiseta Oversize,17.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
502,502,Sudadera,25.95,Turquia,True,0.35,,,,,0.65,,,,,,,,poliester,2,0.65,algodon,0.35,,,,,,,,,,None,,False
503,503,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
504,504,Camiseta Temporada,15.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
505,505,Camiseta Temporada,15.95,Turquia,True,0.82,,,,,0.18,,,,,,,,algodon,2,0.82,poliester,0.18,,RCS,algodon ,,,0.16,,,,OCS,,True
506,506,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
507,507,Camiseta Temporada,15.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
508,508,Camiseta Algodon Basica,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
509,509,Camiseta Algodon Basica,6.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
510,510,Camiseta Temporada,6.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
511,511,Camiseta Rib,6.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
512,512,Camiseta Algodon Basica,7.95,Bangladesh,True,0.48,,0.05,,,,0.47,,,,,,,algodon,3,0.48,modal,0.47,,,,,,,,,,None,,False
513,513,Camiseta Temporada,22.95,Turquia,True,,,0.05,,0.45,0.5,,,,,,,,poliester,3,0.5,viscosa,0.45,,RCS,poliester ,,0.4,,,,,None,,True
514,514,Camiseta Temporada,9.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
515,515,Camiseta Temporada,6.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
516,516,Camiseta Temporada,5.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
517,517,Camiseta Temporada,5.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
518,518,Camiseta Temporada,5.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
519,519,Sudadera,17.95,Pakistan,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
520,520,Sudadera,17.95,Pakistan,True,0.53,,,,,0.47,,,,,,,,algodon,2,0.53,poliester,0.47,,,,,,,,,,None,,False
521,521,Camiseta Temporada,17.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
522,522,Camiseta Rib,9.95,Turquia,True,0.94,,0.06,,,,,,,,,,,algodon,2,0.94,elastano,0.06,,,,,,,,,,None,,False
523,523,Camiseta Temporada,12.95,Turquia,True,,,0.03,,0.97,,,,,,,,,viscosa,2,0.97,elastano,0.03,,,,,,,,,,None,,False
524,524,Camiseta Temporada,12.95,Turquia,True,,,0.03,,0.97,,,,,,,,,viscosa,2,0.97,elastano,0.03,,,,,,,,,,None,,False
525,525,Camiseta Temporada,12.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
526,526,Camiseta Temporada,12.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
527,527,Camiseta Rib,12.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
528,528,Camiseta Temporada,12.95,Turquia,True,,,,,,1.0,,,,,,,,poliester,1,1.0,,,,RCS,poliester ,,0.75,,,,,None,,True
529,529,Camiseta Temporada,12.95,Marruecos,True,0.84,,0.06,,,0.1,,,,,,,,algodon,3,0.84,elastano,0.06,,,,,,,,,,None,,False
